ROWNUM;Name;Location;Type;TypePhoto;Power;AdmArea;X_WGS;Y_WGS;GLOBALID;
186;"Часы";"Нижегородская ул., д2 пересечение с ул. Абельмановская";"КП-098";"";"0.08";"Центральный АО";"37.67359";"55.738631";"92386533";
187;"Часы";"Сухаревская Б.пл., д3 ""Склиф""";"КП-098";"";"0.08";"Центральный АО";"37.634895";"55.772757";"92386534";
188;"Часы";"Рязанский просп., д69 к1";"КП-098";"";"0.125";"Юго-Восточный АО";"37.787173";"55.718392";"92386535";
189;"Часы";"Таганская ул., д44";"КП-098";"";"0.125";"Центральный АО";"37.669284";"55.739233";"92386536";
190;"Часы";"Садовая-Кудринская ул., д1-3 Планетарий";"КП-098";"";"0.08";"Центральный АО";"37.584834";"55.759757";"92386537";
191;"Часы";"Вернадского просп., д79 ул.Лобачевского";"КП-098";"";"0.08";"Западный АО";"37.496331";"55.671003";"92386538";
192;"Часы";"Нахимовский просп., д11,м.""Нахимовский просп.""";"КП-098";"";"0.08";"Юго-Западный АО";"37.606933";"55.663908";"92386539";
193;"Часы";"Каширское шоссе, д108 , Ореховый б-р 1а, ТК ""Снежная Королева""";"КП-098";"";"0.08";"Южный АО";"37.71694";"55.610649";"92386540";
194;"Часы";"Смоленский б-р, д15 к1";"КП-098";"";"0.08";"Центральный АО";"37.583994";"55.742099";"92386541";
195;"Часы";"Кутузовский просп., д15";"КП-098";"";"0.08";"Западный АО";"37.557124";"55.747589";"92386542";
196;"Часы";"Ленинградский просп., д3";"КП-098";"";"0.08";"Северный АО";"37.579068";"55.77877";"92386543";
197;"Часы";"Садовая-Черногрязская ул., д13";"КП-098";"";"0.08";"Центральный АО";"37.656075";"55.764541";"92386544";
198;"Часы";"Кутузовский просп., д38 Бородинская панорама";"КП-098";"";"0.08";"Западный АО";"37.524147";"55.738187";"92386545";
199;"Часы";"Крымский вал ул., д10/14";"КП-098";"";"0.08";"Центральный АО";"37.604608";"55.732333";"92386546";
200;"Часы";"Новослободская ул., д37";"КП-098";"";"0.08";"Центральный АО";"37.597794";"55.782691";"92386547";
201;"Часы";"Тверской Заставы площадь, д2";"КП-098";"";"0.125";"Центральный АО";"37.584365";"55.776276";"92386548";
202;"Часы";"Нагорная ул., д21 к1,2-ая опора после пересечения с местным пр-дом,при движении в центр(к Варшавскому ш)";"КП 098-01";"";"0.08";"Юго-Западный АО";"37.603307";"55.678462";"92386549";
203;"Часы";"Свободный просп., д19,1-ая опора после пересечения с Напольным пр-дом,при движении в центр";"КП 098-01";"";"0.08";"Восточный АО";"37.820228";"55.758802";"92386550";
204;"Часы";"Профсоюзная ул., д140,6-ая опора до пересечения с местным пр-дом,между д140";"КП 098-01";"";"0.08";"Юго-Западный АО";"37.513411";"55.626667";"92386551";
205;"Часы";"Ленинский просп., д67-69,1-ая опора на разделит. полосе,пересечение с Молодежной ул.,при движении в центр";"КП 098-01";"";"0.08";"Юго-Западный АО";"37.551252";"55.691206";"92386552";
206;"Часы";"Лесная ул., д43,5-ая опора до пересечения со 2-м Лесным пер.,при движении в центр";"КП 098-01";"";"0.08";"Центральный АО";"37.590969";"55.780221";"92386553";
207;"Часы";"Нижегородская ул., д70 к1,4-ая опора до пересечения с ул.Новохохловская,при движении из центра";"КП 098-01";"";"0.08";"Юго-Восточный АО";"37.709646";"55.733863";"92386554";
208;"Часы";"Вернадского просп., д53,11-я опора до пересечения с ул. Удальцова,при движении в центр";"КП 098-01";"";"0.08";"Западный АО";"37.501093";"55.673632";"92386555";
209;"Часы";"Туристская ул., д10,1-я опора до пересечения с местным пр-дом,при движении из центра";"КП 098-01";"";"0.08";"Северо-Западный АО";"37.422424";"55.851289";"92386556";
210;"Часы";"Брянский 2-й пер., у д2 на пл.Киевского вокзала,8-я опора до пересечения с Б.Дорогомиловской ул.,при движении в центр";"КП 098-01";"";"0.08";"Западный АО";"37.564104";"55.743776";"92386557";
211;"Часы";"Щукинская ул., д42 м.""щукинская""";"КП 098-01";"";"0.08";"Северо-Западный АО";"37.464872";"55.808413";"92386558";
212;"Часы";"Бронная Б.ул., д29,2-я опора после пересечения с ул.Тверская,при движении к пл.Никитских Ворот";"КП 098-01";"";"0.08";"Центральный АО";"37.603677";"55.764706";"92386559";
213;"Часы";"Садовая-Спасская ул., д28";"КП 098-01";"";"0.08";"Центральный АО";"37.647805";"55.768895";"92386560";
214;"Часы";"Таганская ул., д26/1,3-я опора до пересечения с Марксистским пер.,при движении из центра";"КП 098-01";"";"0.08";"Центральный АО";"37.662968";"55.739906";"92386561";
215;"Часы";"Симоновский вал ул., д26/1,1-я опора до пересечения с местным пр-дом,при движении из центра";"КП 098-01";"";"0.08";"Юго-Восточный АО";"37.663241";"55.718103";"92386562";
216;"Часы";"Измайловский просп., д63 стр2 (ст.м.""Измайловская""), 3-я опора до пересечения с 3-й Парковой ул., в центр";"КП 098-03";"";"0.08";"Восточный АО";"37.783831";"55.788067";"92386563";
217;"Часы";"Фестивальная ул., д17 к1 а";"КП 098-01";"";"0.08";"Северный АО";"37.479081";"55.856102";"92386565";
218;"Часы";"Бутырская ул., д62 пересечение с Новодмитровской ул. (9-я опора)";"КП 098-01";"";"0.08";"Северный АО";"37.583342";"55.802733";"92386566";
219;"Часы";"Новоорловская ул., д2 к1";"КП 098-01";"";"0.08";"Западный АО";"37.366758";"55.639091";"92386567";
220;"Часы";"Обручева ул., д11 к1";"КП 098-01";"";"0.08";"Юго-Западный АО";"37.51472";"55.659554";"92386568";
221;"Часы";"Новокосинская ул., д11, 1-я опора до пересечения с мест.проездом, в центр";"КП 098-01";"";"0.08";"Восточный АО";"37.854763";"55.735215";"92386569";
222;"Часы";"Уссурийская ул., напротив д1 к1, 5-я опора до пересечения с мест.пр., из центра";"КП 098-01";"";"0.08";"Восточный АО";"37.809781";"55.823151";"92386570";
223;"Часы";"Парковая 7-я ул., напротив д30, 1-я опора после пересечения с Сиреневым б-ром, в центр";"КП 098-01";"";"0.08";"Восточный АО";"37.793959";"55.802498";"92386571";
224;"Часы";"Новаторов ул., д3";"КП 098-01";"";"0.08";"Юго-Западный АО";"37.524588";"55.661864";"92386572";
225;"Часы";"Свободы ул., д57";"КП 098-01";"";"0.08";"Северо-Западный АО";"37.452503";"55.851326";"92386573";
226;"Часы";"Владимирская 1-я ул., д17, 1-я опора после пересечения с местным пр., в центр";"КП 098-01";"";"0.08";"Восточный АО";"37.775456";"55.757314";"92386574";
227;"Часы";"Часовая ул., д30, 1-я опора после пересечения с 1-м Балтийским пер., из центра";"КП 098-01";"";"0.08";"Северный АО";"37.519668";"55.811284";"92386575";
228;"Часы";"Усиевича ул., д29 к1, 1 -я опора после пересечения с Головановским пер., в центр";"КП-098";"";"0.08";"Северный АО";"37.518873";"55.807814";"92386576";
229;"Часы";"Бакинская ул., напротив д2, 3-я опора до Кавказского б-ра, в центр";"КП 098-01";"";"0.08";"Южный АО";"37.657283";"55.627362";"92386577";
230;"Часы";"Тульская Б. ул., д13, 2 опора до съезда с 3 ГТК на Б,Тульскую в центр";"КП 098-04/1";"";"0.1";"Южный АО";"37.621758";"55.707594";"92386578";
231;"Часы";"Братиславская ул., д27 к1, 2-я опора до пересечения с местн.пр., в центр";"КП 098-04/1";"";"0.1";"Юго-Восточный АО";"37.765027";"55.653896";"92386579";
232;"Часы";"Совхозная ул., напротив д8/1 пересечение с Краснодонской ул.";"КП 098-04/1";"";"0.1";"Юго-Восточный АО";"37.748284";"55.671142";"92386580";
233;"Часы";"Яблоневая аллея, д317, 5-я опора до пересечения с Центральным пр.";"КП 098-04/1";"";"0.1";"Зеленоградский АО";"37.216213";"55.996304";"92386581";
234;"Часы";"Поперечный просек, 2-я опора до пересечения с пр-том Мира(выход из м.ВДНХ";"КП 098-04/1";"";"0.1";"Северо-Восточный АО";"37.642058";"55.822702";"92386582";
235;"Часы";"Дорогомиловская Б.ул., д7";"КП-098";"";"0.125";"Западный АО";"37.557121";"55.746209";"92386583";
236;"Часы";"Кутузовский просп., д8";"КП-098";"";"0.125";"Западный АО";"37.561379";"55.749167";"92386584";
237;"Часы";"Грузинский вал ул., д26";"КП-098";"";"0.125";"Центральный АО";"37.581957";"55.774717";"92386585";
